step,loss_D,loss_G,loss_pixel,loss_adversarial
0,0.6934428215026855,3.1706557273864746,3.0317530632019043,0.6945133805274963
1,0.6931007504463196,2.942267417907715,2.8035037517547607,0.6938177347183228
2,0.6924275159835815,2.769960403442383,2.6310927867889404,0.6943378448486328
3,0.6919625997543335,2.6430535316467285,2.5042529106140137,0.6940034627914429
4,0.691203773021698,2.505075693130493,2.3655154705047607,0.6978007555007935
5,0.6876493692398071,2.345689058303833,2.205798864364624,0.6994514465332031
6,0.6877588033676147,2.2491636276245117,2.108532190322876,0.7031568288803101
7,0.6798707246780396,2.1277575492858887,1.9838953018188477,0.7193118333816528
8,0.6780440807342529,2.0481345653533936,1.9026093482971191,0.7276260852813721
9,0.6556588411331177,1.9698617458343506,1.8165571689605713,0.766523003578186
10,0.6375986337661743,1.9099434614181519,1.7519335746765137,0.7900495529174805
11,0.6090744733810425,1.8697094917297363,1.6930818557739258,0.8831384778022766
12,0.5664305090904236,1.8089245557785034,1.630182147026062,0.893712043762207
13,0.5267306566238403,1.7478723526000977,1.5903358459472656,0.787682831287384
14,0.5439603924751282,1.7744920253753662,1.5675748586654663,1.0345855951309204
15,0.6376886367797852,1.7683714628219604,1.5457245111465454,1.1132346391677856
16,0.6652302742004395,1.7215083837509155,1.5370104312896729,0.9224899411201477
17,0.7546201944351196,1.667891263961792,1.5341914892196655,0.6684988141059875
18,0.719005823135376,1.6986627578735352,1.5663516521453857,0.6615555286407471
19,0.6283618211746216,1.654567003250122,1.5040301084518433,0.7526842355728149
20,0.5872802734375,1.6636340618133545,1.4824440479278564,0.9059500694274902
21,0.5750418305397034,1.6756986379623413,1.5116493701934814,0.8202464580535889
22,0.5001271963119507,1.7339773178100586,1.4667497873306274,1.3361377716064453
23,0.567185640335083,1.6488432884216309,1.4689699411392212,0.8993669748306274
24,0.5356345176696777,1.671722173690796,1.4834814071655273,0.9412035942077637
25,0.6652354598045349,1.677559733390808,1.497856616973877,0.8985154628753662
26,0.6089043617248535,1.7110058069229126,1.5572644472122192,0.7687067985534668
27,0.40810802578926086,1.8984112739562988,1.504483699798584,1.9696376323699951
28,0.38672739267349243,1.8368468284606934,1.5982410907745361,1.1930289268493652
29,0.5012780427932739,1.7211211919784546,1.5745621919631958,0.7327951192855835
30,0.6473678946495056,1.7279918193817139,1.555552363395691,0.8621973395347595
31,0.3984236717224121,1.8894643783569336,1.5481065511703491,1.7067887783050537
32,0.5609102845191956,1.8281883001327515,1.5575921535491943,1.3529808521270752
33,0.18512073159217834,1.9894297122955322,1.5226192474365234,2.334052562713623
34,0.26048070192337036,1.879507064819336,1.543675184249878,1.679159164428711
35,0.5236514210700989,1.856184959411621,1.5898137092590332,1.3318558931350708
36,0.7475323677062988,2.043048620223999,1.568413496017456,2.373176097869873
37,1.845095157623291,1.8979243040084839,1.6062065362930298,1.458588719367981
38,0.6206092834472656,1.9864565134048462,1.6468476057052612,1.6980445384979248
39,0.725828230381012,1.910583734512329,1.6561199426651,1.2723191976547241
40,0.5274866819381714,2.191598653793335,1.601426601409912,2.950860023498535
41,0.2849748134613037,1.9301685094833374,1.6581038236618042,1.360323429107666
42,0.7067215442657471,1.84222412109375,1.718752384185791,0.6173585653305054
43,0.4279888868331909,1.976207971572876,1.6429245471954346,1.6664173603057861
44,0.5099592208862305,1.8661085367202759,1.6799774169921875,0.9306554794311523
45,0.4610787332057953,2.026116371154785,1.6939630508422852,1.6607669591903687
46,0.5062147378921509,1.9052488803863525,1.626084566116333,1.3958216905593872
47,0.2501831650733948,2.0686962604522705,1.582444190979004,2.431260347366333
48,0.48851776123046875,2.081815719604492,1.6682558059692383,2.0677993297576904
49,0.38881129026412964,2.169696807861328,1.6645007133483887,2.52597975730896
50,0.3617289066314697,2.1063921451568604,1.6931647062301636,2.0661373138427734
51,0.5711960196495056,1.9414246082305908,1.7943778038024902,0.735233724117279
52,0.29888999462127686,2.4027113914489746,1.750657320022583,3.2602696418762207
53,0.2625730633735657,2.0916953086853027,1.7074726819992065,1.9211130142211914
54,0.6015605926513672,1.9488229751586914,1.7367956638336182,1.060136318206787
55,0.5777699947357178,1.9456413984298706,1.7406796216964722,1.024808645248413
56,0.5225337743759155,1.844879388809204,1.6860923767089844,0.7939351797103882
57,0.3948691487312317,1.8364566564559937,1.701334834098816,0.6756088733673096
