step,loss_D,loss_G,loss_pixel,loss_adversarial0
0,0.693110942840576,1.39411628246307,1.25532948970795,0.693933844566345
1,0.692646265029907,1.17020761966705,1.03150200843811,0.693528056144714
2,0.691982746124268,1.02865886688232,0.889807522296906,0.694257020950317
3,0.690838575363159,0.946622610092163,0.807531833648681,0.695453941822052
4,0.687682271003723,0.843487679958344,0.703942060470581,0.697728157043457
5,0.687119722366333,0.786930024623871,0.647168338298798,0.698808312416077
6,0.682181596755981,0.734500348567963,0.594025731086731,0.702373027801514
7,0.678115427494049,0.694989860057831,0.553409039974213,0.707904040813446
8,0.665753483772278,0.657959699630737,0.515701949596405,0.711288571357727
9,0.651808559894562,0.626831948757172,0.484359830617905,0.712360501289368
10,0.642063975334168,0.609857082366943,0.464317172765732,0.72769957780838
11,0.594686388969421,0.582862019538879,0.442530125379562,0.701659321784973
12,0.62628972530365,0.55821418762207,0.429321050643921,0.644465804100037
13,0.684608817100525,0.539051830768585,0.430591523647308,0.542301535606384
14,0.636239647865295,0.539581656455994,0.423783957958221,0.578988492488861
15,0.645580470561981,0.530777275562286,0.40955400466919,0.606116414070129
16,0.63654363155365,0.538015127182007,0.398739755153656,0.696376740932465
17,0.561054825782776,0.540850281715393,0.384202539920807,0.783238530158997
18,0.649564743041992,0.541117012500763,0.385316580533981,0.779002130031586
19,0.581405222415924,0.553242266178131,0.371590822935104,0.908257186412811
20,0.547968566417694,0.527223289012909,0.369967371225357,0.786279559135437
21,0.476695865392685,0.540008008480072,0.36712196469307,0.86443018913269
22,0.904047429561615,0.526726245880127,0.448850780725479,0.389377295970917
23,0.58133852481842,0.561490774154663,0.370312720537186,0.95589029788971
24,0.580399692058563,0.563027381896973,0.376087069511414,0.934701561927795
25,0.63763689994812,0.601580619812012,0.396994650363922,1.02292990684509
26,0.554050207138062,0.57712721824646,0.398972511291504,0.89077353477478
27,0.502258837223053,0.602280020713806,0.425251096487045,0.885144591331482
28,0.524394989013672,0.577200472354889,0.390403807163238,0.933983206748962
29,0.342512279748917,0.643848180770874,0.3769371509552,1.33455491065979
30,0.481757342815399,0.63239187002182,0.385150015354156,1.23620927333832
31,0.442620575428009,0.624457716941834,0.392560690641403,1.15948510169983
32,0.537465810775757,0.615532040596008,0.446680963039398,0.844255268573761
33,0.207621023058891,0.684238433837891,0.393071889877319,1.45583271980286
34,0.582999527454376,0.642234981060028,0.433930635452271,1.04152178764343
35,0.602352797985077,0.613333463668823,0.448899298906326,0.822170972824097
36,0.554448127746582,0.679403901100159,0.443628191947937,1.17887854576111
37,0.310734689235687,0.764850914478302,0.443385690450668,1.6073260307312
38,0.635590195655823,0.695714354515076,0.526750445365906,0.84481954574585
39,0.675069570541382,0.739710211753845,0.553170740604401,0.932697176933289
40,0.540276288986206,0.734603226184845,0.527344048023224,1.03629589080811
41,0.599518060684204,0.684423089027405,0.54413115978241,0.701459765434265
42,0.601463913917542,0.647875785827637,0.481644719839096,0.831155478954315
43,0.385802000761032,0.748152077198029,0.480587393045425,1.33782339096069
44,0.399298369884491,0.709875524044037,0.544925570487976,0.824749708175659
45,0.748328447341919,0.660812735557556,0.534144997596741,0.633338570594788
46,0.407798230648041,0.776841163635254,0.493211984634399,1.41814565658569
47,0.248569890856743,0.849744498729706,0.467707991600037,1.9101824760437
48,0.1991176456213,0.850591540336609,0.499487578868866,1.75551998615265
49,0.130842745304108,0.828920960426331,0.450485944747925,1.89217519760132
50,0.200823679566383,0.815320730209351,0.452297985553742,1.81511378288269
51,0.400806754827499,0.825183212757111,0.475023746490479,1.75079727172852
52,0.120500199496746,0.807271778583527,0.491057485342026,1.58107149600983
53,0.377867072820663,0.910223245620728,0.563590109348297,1.73316586017609
54,0.183273643255234,1.16197276115417,0.624318897724152,2.68826961517334
55,0.299217849969864,1.01288390159607,0.56964898109436,2.21617436408997
56,0.202552258968353,1.0126428604126,0.593376934528351,2.0963294506073
57,0.095625869929791,1.05285048484802,0.537618339061737,2.57616090774536
58,0.13358448445797,0.919420123100281,0.489940881729126,2.14739632606506
59,0.409093111753464,0.75129371881485,0.499017298221588,1.26138210296631
60,0.741245329380035,0.571706116199493,0.457062959671021,0.57321572303772
61,0.505520820617676,0.732161223888397,0.443805664777756,1.44177770614624
62,0.363845348358154,0.927021145820618,0.466689825057983,2.30165648460388
63,0.477716892957687,1.08947575092316,0.453082054853439,3.18196821212769
64,0.169226825237274,1.08970379829407,0.487565219402313,3.01069259643555
65,0.159266635775566,1.0289318561554,0.499311536550522,2.64810132980347
66,0.147766664624214,1.03428769111633,0.527705729007721,2.53290939331055
67,0.046047490090132,1.17210960388184,0.517650425434112,3.27229595184326
68,0.102114804089069,1.19188666343689,0.52545177936554,3.33217453956604
69,0.18154264986515,0.982775330543518,0.574602961540222,2.0408616065979
70,0.303809940814972,0.826921880245209,0.614231824874878,1.0634503364563
71,0.383674025535583,0.822440266609192,0.626909554004669,0.977653622627258
72,1.38792014122009,0.943078935146332,0.853787243366241,0.446458518505096
73,0.636010050773621,1.13112187385559,0.822574019432068,1.54273891448975
74,0.903735518455505,1.54066753387451,0.849141240119934,3.45763158798218
75,0.649864137172699,1.57923150062561,0.917191505432129,3.31020021438599
76,0.358405649662018,1.27811133861542,0.955167710781097,1.61471807956696
77,0.212936654686928,1.32459318637848,0.954900026321411,1.84846591949463
78,0.547685384750366,1.2215518951416,0.949164271354675,1.36193776130676
79,0.91316294670105,0.933987677097321,0.83591103553772,0.490383088588715
80,0.298680186271667,0.96274721622467,0.745536386966705,1.08605396747589
81,0.83330512046814,0.940673232078552,0.619669675827026,1.60501778125763
82,0.867583632469177,0.985419869422913,0.63230961561203,1.76555144786835
83,0.369475066661835,0.919117510318756,0.687237918376923,1.15939784049988
84,0.19253109395504,0.992614269256592,0.610990226268768,1.90812015533447
85,0.583995699882507,1.08216333389282,0.556329309940338,2.62917041778564
86,0.11695696413517,1.02565503120422,0.446329087018967,2.89662981033325
87,0.187818706035614,0.786240100860596,0.469182461500168,1.58528828620911
88,0.171594202518463,1.14801788330078,0.481348186731339,3.33334827423096
89,0.21256223320961,1.06072151660919,0.473390787839889,2.93665361404419
90,0.085928894579411,1.04504191875458,0.521182417869568,2.61929750442505
91,0.097759582102299,0.972043514251709,0.519135415554047,2.26454067230225
92,0.156501799821854,0.973227381706238,0.511231184005737,2.30998110771179
93,0.137817308306694,1.03843367099762,0.489061027765274,2.74686312675476
94,0.097868770360947,0.986109495162964,0.515487432479858,2.35311007499695
95,0.089273363351822,0.827072501182556,0.52643084526062,1.50320816040039
96,0.130185604095459,1.00847101211548,0.493992507457733,2.57239246368408
97,0.118011757731438,0.857781708240509,0.509114563465118,1.74333572387695
98,0.250900268554687,0.990531861782074,0.524015307426453,2.33258271217346
99,0.294254571199417,0.926002383232117,0.565919816493988,1.80041301250458
100,0.301061242818832,1.06992125511169,0.588609576225281,2.40655827522278
101,0.447078943252564,0.947075605392456,0.654198706150055,1.46438467502594
102,0.855383038520813,0.825492084026337,0.715776264667511,0.548579037189484
103,0.689286708831787,1.05969524383545,0.759278774261475,1.50208258628845
104,0.769058883190155,1.32464671134949,0.903124809265137,2.10760951042175
105,0.690567195415497,1.7751612663269,0.878315627574921,4.48422813415527
106,0.457549393177033,1.54881346225739,0.913179814815521,3.17816805839539
107,0.973015308380127,1.21349012851715,1.03452026844025,0.894849419593811
108,0.613356709480285,1.17686295509338,0.990165889263153,0.933485388755798
109,0.77629691362381,1.17145299911499,0.900952756404877,1.3525013923645
110,0.662251949310303,1.32829093933105,0.879950225353241,2.24170351028442
111,0.61158549785614,1.3086394071579,0.829965472221375,2.39336967468262
112,0.357507705688477,1.12175524234772,0.822111248970032,1.49822008609772
113,1.17468214035034,1.03814363479614,0.877985775470733,0.800788998603821
114,1.17462539672852,1.05893290042877,0.881130754947662,0.889010787010193
115,0.348937094211578,1.02331709861755,0.832988202571869,0.951644659042358
116,0.526758968830109,1.23072612285614,0.854114472866058,1.88305842876434
117,0.546889185905457,1.0954122543335,0.833204627037048,1.31103825569153
118,0.671834409236908,1.12560081481934,0.788464069366455,1.68568348884583
119,0.577489137649536,1.02275574207306,0.862466216087341,0.801447749137878
120,0.836787700653076,1.00669622421265,0.854326844215393,0.761847138404846
121,0.622556447982788,1.15246951580048,0.836450815200806,1.58009362220764
122,0.497905731201172,1.08084952831268,0.870309948921204,1.05269777774811
123,0.251839727163315,1.19386541843414,0.852438926696777,1.70713245868683
124,0.453725934028626,1.17516183853149,0.955454885959625,1.09853482246399
125,0.582835912704468,1.08824014663696,0.973722100257874,0.572590231895447
126,0.375755488872528,1.06064450740814,0.946701884269714,0.569713234901428
127,0.705194234848022,1.07083547115326,0.934599041938782,0.681182026863098
128,0.427534520626068,1.07568776607513,0.90175187587738,0.869679391384125
129,0.405490040779114,0.962311685085297,0.920167922973633,0.210718840360641
130,0.364276349544525,1.09363198280334,0.890465497970581,1.01583242416382
131,0.918340802192688,1.12357044219971,0.983800411224365,0.698850393295288
132,0.819148242473602,1.17313051223755,1.00806641578674,0.825320541858673
133,0.467587381601334,1.18907392024994,1.0200502872467,0.845118045806885
134,0.440847724676132,1.17929565906525,1.02649915218353,0.763982594013214
135,1.01050734519959,1.14989614486694,1.00496077537537,0.724677085876465
136,0.546062350273132,1.28861892223358,1.01877772808075,1.34920573234558
137,0.773133039474487,1.28222167491913,1.02524745464325,1.28487110137939
138,1.12829840183258,1.22674667835236,0.972028195858002,1.27359259128571
139,0.869523823261261,1.0942519903183,0.915169179439545,0.895414113998413
140,1.14481472969055,1.01853179931641,0.961863934993744,0.283339262008667
141,0.810273885726929,1.1406341791153,0.900573432445526,1.20030379295349
142,0.531681060791016,1.12685489654541,0.853893160820007,1.36480855941772
143,0.517190098762512,1.03182137012482,0.794348359107971,1.18736481666565
144,0.329008340835571,0.936505079269409,0.721884727478027,1.07310175895691
145,0.443791300058365,0.928562045097351,0.6678546667099,1.30353701114655
146,0.263731092214584,0.893295288085938,0.628575325012207,1.32359969615936
147,0.310905694961548,0.895203053951263,0.604491531848908,1.45355761051178
148,0.129713803529739,0.896638751029968,0.566996574401856,1.64821076393127
149,0.165824681520462,0.88371080160141,0.52867728471756,1.77516758441925
150,0.157494708895683,0.916659533977508,0.502812564373016,2.06923484802246
151,0.107646100223064,0.89079225063324,0.492731034755707,1.99030613899231
152,0.090953350067139,0.886661052703857,0.497425973415375,1.94617545604706
153,0.092285171151161,0.775975584983826,0.513697028160095,1.31139254570007
154,0.183132469654083,0.877051711082459,0.566231667995453,1.55410027503967
155,0.138107091188431,0.819327116012573,0.601506233215332,1.08910429477692
156,1.15608155727386,0.945702910423279,0.684059619903564,1.30821633338928
157,0.278415262699127,1.0818372964859,0.792807400226593,1.44514966011047
158,0.42779928445816,1.51280081272125,0.897355735301971,3.07722544670105
159,0.366913825273514,1.57326531410217,1.0309956073761,2.71134877204895
160,0.340392470359802,1.46547174453735,1.05557060241699,2.04950571060181
161,0.753372073173523,1.24120533466339,1.05535197257996,0.929266571998596
162,0.817299902439117,1.25695514678955,1.00151753425598,1.27718794345856
163,0.975960612297058,1.06423580646515,0.891117691993713,0.865590333938599
164,0.766692042350769,1.03754758834839,0.782757103443146,1.27395236492157
165,0.807984948158264,0.98427414894104,0.676241159439087,1.54016470909119
166,0.327156245708466,0.853620290756226,0.60159033536911,1.26014983654022
167,0.290508806705475,0.957909882068634,0.614415049552918,1.71747410297394
168,0.312771797180176,0.840894341468811,0.624632239341736,1.08131051063538
169,0.09579697996378,0.960652232170105,0.552613198757172,2.04019498825073
170,0.169193521142006,1.02547407150269,0.553812921047211,2.35830593109131
171,0.094679936766625,1.04389953613281,0.518150568008423,2.62874507904053
172,0.06566709280014,1.0326521396637,0.479795575141907,2.76428318023682
173,0.088405750691891,1.05955922603607,0.489563792943955,2.84997701644897
174,0.088410899043083,1.01321184635162,0.553123414516449,2.30044221878052
175,0.104685381054878,1.05288672447205,0.570096015930176,2.41395330429077
176,0.074145011603832,1.01420509815216,0.561873376369476,2.26165866851807
177,0.089525446295738,1.1025173664093,0.559325277805328,2.71596002578735
178,0.117786936461925,1.04182004928589,0.49664956331253,2.72585201263428
179,0.045511454343796,1.09293746948242,0.485461711883545,3.03737854957581
180,0.073914140462875,1.10062718391418,0.469450354576111,3.15588426589966
181,0.189858973026276,1.02176070213318,0.493428498506546,2.64166069030762
182,0.043501276522875,1.09539532661438,0.488924086093903,3.03235578536987
183,0.057199578732252,1.01340448856354,0.502411305904388,2.55496597290039
184,0.090142160654068,1.03143191337585,0.495499670505524,2.67966079711914
185,0.041946221143007,1.08524990081787,0.477381885051727,3.0393397808075
186,0.083691157400608,1.00864660739899,0.459567755460739,2.74539422988892
187,0.046340059489012,1.03237867355347,0.453806638717651,2.89285969734192
188,0.288878560066223,1.09898447990417,0.451186597347259,3.23898935317993
189,0.035028353333473,0.993287086486816,0.453597247600555,2.69844913482666
190,0.083896443247795,1.07236623764038,0.485837042331696,2.93264627456665
191,0.032695274800062,1.10309827327728,0.464875370264053,3.19111442565918
192,0.111656822264194,0.978825330734253,0.473423957824707,2.52700686454773
193,0.062714621424675,1.05179798603058,0.456181645393372,2.97808170318604
194,0.042845811694861,1.10881578922272,0.454275816679001,3.27269983291626
195,0.033626604825258,1.01214969158173,0.468163728713989,2.71992969512939
196,0.025995302945376,1.08611810207367,0.44570255279541,3.20207762718201
197,0.16161647439003,1.05446362495422,0.495040774345398,2.79711389541626
198,0.03107850253582,1.04012715816498,0.505610406398773,2.67258358001709
199,0.078814283013344,1.06107234954834,0.546088755130768,2.57491755485535
200,0.125029474496841,1.09581780433655,0.578815758228302,2.58501052856445
201,0.133686453104019,0.85014134645462,0.615211725234985,1.17464804649353
202,1.28324162960053,0.838562965393066,0.726712703704834,0.559251427650452
203,0.478555291891098,1.33976435661316,0.781684637069702,2.79039812088013
204,0.590964555740356,1.2469836473465,0.956900119781494,1.45041751861572
205,0.714209198951721,1.58132934570313,1.09444451332092,2.43442440032959
206,0.713380813598633,1.5953882932663,1.13342845439911,2.30979919433594
207,0.91196858882904,1.18152761459351,1.09265220165253,0.444376826286316
208,1.3890632390976,1.21093261241913,1.01495373249054,0.979894459247589
209,0.476601153612137,1.54466104507446,0.919277489185333,3.12691736221313
210,0.818966209888458,1.73675727844238,0.97632098197937,3.80218100547791
211,0.525032222270966,1.52214813232422,0.99130642414093,2.65420866012573
212,0.417015314102173,1.08961248397827,0.944579482078552,0.725164771080017
213,0.402041256427765,1.27654671669006,0.879244327545166,1.98651158809662
214,0.238825052976608,1.27875947952271,0.897621989250183,1.90568709373474
215,0.585012197494507,1.32370471954346,0.902504682540894,2.10600018501282
